Cell	ImmClassifier_prediction
F8_P4_M79_L001	L:T:CD8:Ex
F9_P1_M79_L001	L:T:CD8:EMRA
F9_P2_M79_L001	L:T:CD8:Ex
F9_P3_M79_L001	M:pDC
F9_P4_M79_L001	L:T:CD8:Naive
G10_P1_M79_L001	L:T:CD8:EM
G10_P2_M79_L001	L:T:CD4:EM
G10_P3_M79_L001	L:T:CD4:Treg
G10_P4_M79_L001	L:T:CD4:Treg
G11_P1_M79_L001	L:B:PC
G11_P2_M79_L001	L:T:CD8:EM
G11_P3_M79_L001	L:T:CD4:CM
G11_P4_M79_L001	L:T:CD4:EM
G12_P1_M79_L001	L:T:CD8:EM
G12_P2_M79_L001	L:T:CD4:Treg
G12_P3_M79_L001	L:T:CD8:EMRA
G12_P4_M79_L001	L:T:CD4:CM
G1_P1_M79_L001	L:T:CD8:EM
G1_P2_M79_L001	L:T:CD8:EM
G1_P3_M79_L001	L:T:CD8:EM
G1_P4_M79_L001	L:T:CD4:Tfh
G2_P1_M79_L001	L:T:CD4:CM
G2_P2_M79_L001	L:unconvT:MAIT
G2_P3_M79_L001	L:T:CD8:EM
G2_P4_M79_L001	L:T:CD8:EM
G3_P1_M79_L001	L:T:CD8:EM
G3_P2_M79_L001	L:T:CD8:Ex
G3_P3_M79_L001	L:T:CD8:TRM
G3_P4_M79_L001	L:T:CD4:Tfh
G4_P1_M79_L001	L:T:CD4:Tfh
G4_P2_M79_L001	L:T:CD4:Tfh
G4_P3_M79_L001	L:B:PC
G4_P4_M79_L001	L:T:CD8:TRM
G5_P1_M79_L001	L:B:PC
G5_P2_M79_L001	L:T:CD8:Naive
G5_P3_M79_L001	L:T:CD4:Treg
G5_P4_M79_L001	L:T:CD4:Treg
G6_P1_M79_L001	L:T:CD8:Naive
G6_P2_M79_L001	L:T:CD4:Treg
G6_P3_M79_L001	L:T:CD8:EM
G6_P4_M79_L001	L:T:CD8:EM
G7_P2_M79_L001	L:B:PC
G7_P3_M79_L001	L:T:CD8:TRM
G7_P4_M79_L001	L:T:CD8:TRM
G8_P1_M79_L001	L:T:CD8:EM
G8_P2_M79_L001	L:T:CD8:Ex
G8_P3_M79_L001	L:T:CD8:EM
G8_P4_M79_L001	L:T:CD8:EM
G9_P1_M79_L001	L:T:CD8:EMRA
G9_P2_M79_L001	L:T:CD4:Treg
G9_P4_M79_L001	M:pDC
H10_P1_M79_L001	L:T:CD8:EM
H10_P2_M79_L001	L:T:CD8:Ex
H10_P3_M79_L001	L:B:PC
H10_P4_M79_L001	L:T:CD4:Tfh
H11_P1_M79_L001	L:T:CD4:EM
H11_P2_M79_L001	L:T:CD4:Treg
H11_P3_M79_L001	L:T:CD8:EM
H11_P4_M79_L001	L:T:CD8:EM
H12_P1_M79_L001	L:T:CD8:EM
H12_P2_M79_L001	L:T:CD8:EM
H12_P3_M79_L001	L:T:CD8:Naive
H12_P4_M79_L001	M:pDC
H1_P2_M79_L001	L:T:CD4:CM
H1_P3_M79_L001	L:T:CD8:EM
H1_P4_M79_L001	L:T:CD4:Tfh
H2_P1_M79_L001	L:T:CD8:EM
H2_P2_M79_L001	L:T:CD8:EM
H2_P3_M79_L001	L:B:PC
H2_P4_M79_L001	L:T:CD8:EM
H3_P1_M79_L001	L:T:CD4:Treg
H3_P2_M79_L001	L:T:CD8:EMRA
H3_P3_M79_L001	L:T:CD8:EM
H3_P4_M79_L001	L:T:CD4:Tfh
H4_P1_M79_L001	L:T:CD4:Treg
H4_P2_M79_L001	L:B
H4_P3_M79_L001	L:T:CD4:Naive
H4_P4_M79_L001	L:T:CD8:EM
H5_P1_M79_L001	L:T:CD4:Naive
H5_P2_M79_L001	L:T:CD8:EM
H5_P3_M79_L001	L:T:CD8:EM
H5_P4_M79_L001	L:B
H6_P1_M79_L001	L:T:CD4:Treg
H6_P2_M79_L001	L:T:CD8:EM
H6_P3_M79_L001	L:T:CD8:TRM
H6_P4_M79_L001	L:T:CD4:Tfh
H7_P1_M79_L001	L:T:CD4:Tfh
H7_P2_M79_L001	L:T:CD8:EM
H7_P4_M79_L001	M:pDC
H8_P1_M79_L001	L:T:CD4:Naive
H8_P2_M79_L001	L:T:CD8:EM
H8_P3_M79_L001	M:Mono:mDC
H9_P1_M79_L001	M:Mono:mDC
H9_P2_M79_L001	L:T:CD8:EM
H9_P3_M79_L001	L:T:CD8:EMRA
H9_P4_M79_L001	L:T:CD8:EM
A10_P1_M51_L001	L:T:CD4:Naive
A10_P2_M51_L001	L:B:PC
A10_P6_M51_L001	L:T:CD8:Naive
A11_P1_M51_L001	L:B:PC
A11_P6_M51_L001	L:B:PC
A12_P1_M51_L001	L:T:CD4:CM
A1_P1_M51_L001	L:T:CD4:EM
A1_P2_M51_L001	L:T:CD4:CM
A1_P6_M51_L001	L:T:CD4:EM
A2_P2_M51_L001	L:T:CD4:EM
A2_P6_M51_L001	L:T:CD4:CM
A3_P1_M51_L001	L:B:PC
A3_P2_M51_L001	L:T:CD8:CM
A4_P1_M51_L001	L:B:PC
A4_P2_M51_L001	L:T:CD8:EM
A4_P6_M51_L001	L:T:CD8:Naive
A5_P1_M51_L001	L:B:PC
A5_P6_M51_L001	L:T:CD4:EM
A6_P1_M51_L001	L:T:CD8:TRM
A6_P2_M51_L001	L:B:PC
A6_P6_M51_L001	L:B:PC
A7_P1_M51_L001	L:T:CD4:EM
A7_P2_M51_L001	L:T:CD4:EM
A7_P6_M51_L001	L:T:CD4:CM
A8_P2_M51_L001	L:T:CD8:EM
A9_P1_M51_L001	L:T:CD4:Naive
B10_P6_M51_L001	CD34
B11_P2_M51_L001	L:B:PC
B11_P6_M51_L001	L:T:CD4:EM
B12_P1_M51_L001	L:T:CD4:Ex
B12_P2_M51_L001	L:T:CD8:EM
B1_P1_M51_L001	L:B:PC
B1_P2_M51_L001	L:T:CD8:EM
B1_P6_M51_L001	L:T:CD4:Naive
B2_P1_M51_L001	L:B:PC
B2_P2_M51_L001	L:T:CD4:EM
B2_P6_M51_L001	L:T:CD8:CM
B3_P6_M51_L001	L:B:PC
B4_P1_M51_L001	L:B:PC
B4_P2_M51_L001	L:T:CD4:EM
B4_P6_M51_L001	L:B:PC
B5_P1_M51_L001	L:T:CD8:EM
B5_P2_M51_L001	L:B
B5_P6_M51_L001	L:T:CD4:Ex
B6_P1_M51_L001	L:T:CD4:EM
B6_P2_M51_L001	L:T:CD8:EM
B6_P6_M51_L001	L:T:CD4:Naive
B7_P1_M51_L001	L:B:PC
B8_P1_M51_L001	L:B:PC
B8_P2_M51_L001	L:B:PC
B9_P1_M51_L001	L:T:CD4:EM
B9_P2_M51_L001	L:T:CD8:EM
C10_P1_M51_L001	L:T:CD8:EM
C10_P2_M51_L001	L:B:PC
C10_P6_M51_L001	L:T:CD4:Naive
C11_P1_M51_L001	L:T:CD4:Tfh
C11_P2_M51_L001	L:B:PC
C11_P6_M51_L001	L:T:CD8:EM
C12_P1_M51_L001	L:B:PC
C12_P2_M51_L001	L:B:PC
C12_P6_M51_L001	L:B:PC
C1_P1_M51_L001	L:B
C1_P6_M51_L001	L:T:CD4:EM
C2_P1_M51_L001	L:T:CD8:EMRA
C2_P2_M51_L001	L:T:CD4:Tfh
C2_P6_M51_L001	L:T:CD4:EM
C4_P6_M51_L001	L:T:CD4:Naive
C6_P1_M51_L001	L:B:PC
C6_P2_M51_L001	L:B:PC
C6_P6_M51_L001	L:T:CD4:CM
C7_P1_M51_L001	L:T:CD8:EM
C7_P2_M51_L001	L:B:PC
C7_P6_M51_L001	L:T:CD4:Naive
C8_P1_M51_L001	L:T:CD8:EMRA
C8_P2_M51_L001	L:B:PC
C8_P6_M51_L001	L:T:CD8:EMRA
C9_P1_M51_L001	L:T:CD8:Naive
C9_P2_M51_L001	L:T:CD4:Treg
C9_P6_M51_L001	L:T:CD8:EM
D10_P1_M51_L001	L:T:CD4:EM
D10_P2_M51_L001	L:B
D10_P6_M51_L001	L:B:PC
D11_P1_M51_L001	L:T:CD4:Treg
D11_P2_M51_L001	L:B:PC
D12_P1_M51_L001	L:B
D1_P2_M51_L001	L:B:PC
D1_P6_M51_L001	L:T:CD4:EM
D2_P1_M51_L001	L:T:CD4:EM
D2_P2_M51_L001	L:NK
D3_P1_M51_L001	L:B:PC
D3_P2_M51_L001	L:B
D3_P6_M51_L001	L:B:PC
D4_P1_M51_L001	L:T:CD4:EM
D4_P6_M51_L001	L:T:CD4:EM
D5_P1_M51_L001	L:T:CD4:EM
D5_P2_M51_L001	L:T:CD4:Ex
D5_P6_M51_L001	L:T:CD4:CM
D6_P2_M51_L001	L:B:PC
D7_P1_M51_L001	L:T:CD8:EM
D7_P2_M51_L001	L:T:CD8:EM
D7_P6_M51_L001	L:T:CD4:EM
D8_P1_M51_L001	L:T:CD4:EM
D8_P2_M51_L001	L:B:PC
D9_P1_M51_L001	L:T:CD4:Treg
D9_P2_M51_L001	L:T:CD4:Naive
D9_P6_M51_L001	L:T:CD4:Naive
E10_P1_M51_L001	L:NK
E10_P2_M51_L001	L:T:CD4:EM
E10_P6_M51_L001	L:B:PC
E11_P1_M51_L001	L:T:CD8:EM
E11_P2_M51_L001	L:T:CD4:EM
E12_P1_M51_L001	L:T:CD4:EM
E12_P6_M51_L001	L:B:PC
E1_P1_M51_L001	L:T:CD8:EM
E1_P2_M51_L001	L:B:PC
E1_P6_M51_L001	L:T:CD4:EM
E2_P1_M51_L001	L:T:CD4:CM
E2_P2_M51_L001	L:B:PC
E3_P2_M51_L001	L:B:PC
E4_P1_M51_L001	L:B:PC
E4_P2_M51_L001	CD34
E4_P6_M51_L001	L:T:CD4:Naive
E5_P1_M51_L001	L:T:CD8:Naive
E5_P6_M51_L001	L:B:PC
E6_P2_M51_L001	L:T:CD4:EM
E6_P6_M51_L001	L:B:PC
E7_P1_M51_L001	L:NK
E7_P2_M51_L001	L:B:PC
E8_P2_M51_L001	L:T:CD8:TRM
E8_P6_M51_L001	L:T:CD4:Naive
E9_P1_M51_L001	L:B:PC
E9_P2_M51_L001	L:B:PC
E9_P6_M51_L001	L:B
F10_P1_M51_L001	L:T:CD8:CM
F11_P1_M51_L001	L:B:PC
F11_P2_M51_L001	L:B:PC
F11_P6_M51_L001	L:B:PC
F1_P1_M51_L001	L:T:CD4:EM
F1_P2_M51_L001	L:T:CD8:EM
F1_P6_M51_L001	L:T:CD4:EM
F2_P1_M51_L001	L:B:PC
F2_P6_M51_L001	L:B:PC
F3_P1_M51_L001	L:B:PC
F3_P6_M51_L001	L:T:CD8:EM
F4_P2_M51_L001	L:B:PC
F4_P6_M51_L001	L:T:CD8:Naive
F5_P2_M51_L001	L:B:PC
F5_P6_M51_L001	L:B:PC
F6_P1_M51_L001	L:T:CD8:CM
F6_P2_M51_L001	L:T:CD4:EM
F6_P6_M51_L001	L:T:CD4:EM
F7_P1_M51_L001	L:B:PC
F7_P2_M51_L001	L:T:CD4:Ex
F7_P6_M51_L001	L:T:CD4:EM
F8_P1_M51_L001	L:T:CD4:CM
F8_P2_M51_L001	L:T:CD4:Treg
F8_P6_M51_L001	L:B:PC
F9_P2_M51_L001	L:T:CD4:CM
F9_P6_M51_L001	L:T:CD4:CM
G10_P1_M51_L001	L:T:CD4:CM
G10_P2_M51_L001	L:T:CD4:EM
G11_P1_M51_L001	L:B:PC
G11_P2_M51_L001	M:Neu
G1_P1_M51_L001	L:T:CD4:Naive
G1_P2_M51_L001	L:T:CD4:CM
G1_P6_M51_L001	L:T:CD4:EM
G2_P2_M51_L001	L:T:CD4:EM
G2_P6_M51_L001	L:T:CD8:EMRA
G3_P1_M51_L001	L:T:CD4:EM
G3_P2_M51_L001	L:T:CD4:Ex
G3_P6_M51_L001	L:B:PC
G4_P1_M51_L001	L:B:PC
G4_P2_M51_L001	L:B:PC
G5_P1_M51_L001	L:B:PC
G5_P2_M51_L001	L:T:CD8:EM
G6_P1_M51_L001	L:T:CD8:EMRA
G6_P2_M51_L001	L:T:CD8:EM
G6_P6_M51_L001	L:B:PC
G7_P1_M51_L001	L:B
G7_P2_M51_L001	L:T:CD8:CM
G7_P6_M51_L001	L:T:CD8:Naive
G8_P1_M51_L001	L:T:CD4:CM
G8_P2_M51_L001	L:B:PC
G8_P6_M51_L001	L:T:CD4:EM
G9_P1_M51_L001	L:T:CD4:EM
G9_P2_M51_L001	L:B:PC
H10_P1_M51_L001	L:B:PC
H10_P2_M51_L001	L:T:CD8:EM
H10_P6_M51_L001	L:T:CD4:Treg
H11_P1_M51_L001	L:B:PC
H12_P2_M51_L001	L:B:PC
H12_P6_M51_L001	L:T:CD4:CM
H1_P1_M51_L001	L:B:PC
H1_P6_M51_L001	L:T:CD8:EM
H2_P2_M51_L001	L:T:CD4:Tfh
H2_P6_M51_L001	L:T:CD4:Treg
H3_P1_M51_L001	L:T:CD4:EM
H4_P1_M51_L001	L:NK
H4_P2_M51_L001	L:B:PC
H4_P6_M51_L001	L:T:CD4:EM
H5_P1_M51_L001	L:B:PC
H5_P2_M51_L001	L:T:CD4:EM
H6_P1_M51_L001	L:T:CD4:Naive
H6_P6_M51_L001	L:T:CD4:Naive
H7_P1_M51_L001	L:T:CD4:EM
H7_P2_M51_L001	L:B
H7_P6_M51_L001	L:B:PC
H8_P1_M51_L001	L:B:PC
H8_P2_M51_L001	L:T:CD4:EM
H8_P6_M51_L001	L:B:PC
H9_P1_M51_L001	L:B:PC
H9_P2_M51_L001	L:T:CD4:EM
H9_P6_M51_L001	L:B:PC
A10_P1_MMD6_L001	L:T:CD4:EM
A10_P2_MMD6_L001	L:T:CD8:EM
A10_P4_MMD6_L001	L:T:CD8:EMRA
A11_P1_MMD6_L001	L:T:CD4:EM
A11_P2_MMD6_L001	L:T:CD4:EM
A11_P4_MMD6_L001	L:T:CD8:EMRA
A12_P1_MMD6_L001	L:T:CD8:EMRA
A12_P2_MMD6_L001	L:T:CD8:EMRA
A12_P4_MMD6_L001	L:T:CD8:EMRA
A2_P1_MMD6_L001	L:T:CD8:EM
A2_P2_MMD6_L001	L:T:CD8:EMRA
A2_P4_MMD6_L001	L:T:CD8:EMRA
A3_P1_MMD6_L001	L:T:CD4:EM
A3_P2_MMD6_L001	L:T:CD8:EMRA
A3_P4_MMD6_L001	L:T:CD8:EM
A4_P1_MMD6_L001	L:T:CD8:EMRA
A4_P2_MMD6_L001	L:T:CD8:EM
A4_P4_MMD6_L001	L:T:CD8:EMRA
A5_P1_MMD6_L001	L:NK
A5_P2_MMD6_L001	L:T:CD8:EM
A5_P4_MMD6_L001	L:T:CD4:Ex
A6_P1_MMD6_L001	L:T:CD8:EMRA
A6_P4_MMD6_L001	L:T:CD4:EM
A7_P1_MMD6_L001	L:NK
A7_P2_MMD6_L001	L:T:CD4:EM
A7_P4_MMD6_L001	L:T:CD4:Ex
A8_P1_MMD6_L001	L:T:CD4:EM
A8_P2_MMD6_L001	L:T:CD8:Naive
A8_P4_MMD6_L001	L:T:CD4:Tfh
A9_P1_MMD6_L001	L:T:CD4:CM
A9_P2_MMD6_L001	L:T:CD4:EM
A9_P4_MMD6_L001	L:T:CD8:EM
B10_P2_MMD6_L001	L:T:CD8:EM
B10_P4_MMD6_L001	L:T:CD8:EM
B11_P1_MMD6_L001	L:T:CD4:EM
B11_P2_MMD6_L001	L:T:CD4:Tfh
B12_P1_MMD6_L001	L:T:CD8:EMRA
B12_P2_MMD6_L001	L:T:CD8:EM
B12_P4_MMD6_L001	L:T:CD4:EM
B1_P1_MMD6_L001	L:T:CD8:EMRA
B1_P2_MMD6_L001	L:T:CD4:EM
B1_P4_MMD6_L001	L:T:CD8:EM
B2_P1_MMD6_L001	L:T:CD8:EM
B2_P2_MMD6_L001	L:T:CD8:EM
B2_P4_MMD6_L001	L:T:CD8:EMRA
B3_P2_MMD6_L001	L:T:CD8:EM
B3_P4_MMD6_L001	L:T:CD8:EM
B4_P1_MMD6_L001	L:T:CD8:EM
B4_P2_MMD6_L001	L:T:CD4:Tfh
B4_P4_MMD6_L001	L:T:CD8:TRM
B5_P1_MMD6_L001	L:NK
B5_P2_MMD6_L001	L:T:CD8:EM
B5_P4_MMD6_L001	L:T:CD8:EMRA
B6_P1_MMD6_L001	L:T:CD8:EM
B6_P2_MMD6_L001	L:T:CD8:EM
B6_P4_MMD6_L001	L:T:CD8:EM
B7_P1_MMD6_L001	L:T:CD8:EM
B7_P2_MMD6_L001	M:Mono:mDC
B7_P4_MMD6_L001	L:T:CD4:EM
B8_P1_MMD6_L001	L:T:CD8:EMRA
B8_P2_MMD6_L001	L:T:CD4:Treg
B8_P4_MMD6_L001	L:T:CD4:EM
B9_P1_MMD6_L001	L:T:CD4:EM
B9_P2_MMD6_L001	L:NK
B9_P4_MMD6_L001	L:T:CD4:EM
C10_P1_MMD6_L001	L:T:CD4:EM
C10_P2_MMD6_L001	L:T:CD4:EM
C10_P4_MMD6_L001	L:T:CD8:EM
C11_P1_MMD6_L001	L:T:CD8:EM
C11_P2_MMD6_L001	L:T:CD4:EM
C11_P4_MMD6_L001	L:T:CD4:EM
C12_P1_MMD6_L001	L:T:CD8:Ex
C12_P2_MMD6_L001	L:T:CD8:Ex
C12_P4_MMD6_L001	M:Mono:mDC
C1_P1_MMD6_L001	L:T:CD8:EM
C1_P2_MMD6_L001	L:T:CD8:EM
C1_P4_MMD6_L001	L:T:CD4:EM
C2_P1_MMD6_L001	L:T:CD4:Ex
C2_P2_MMD6_L001	L:T:CD8:EM
C2_P4_MMD6_L001	L:T:CD4:Treg
C3_P1_MMD6_L001	L:T:CD8:EM
C3_P2_MMD6_L001	L:B:PC
C3_P4_MMD6_L001	L:T:CD8:EMRA
C4_P1_MMD6_L001	L:T:CD4:EM
C4_P2_MMD6_L001	L:T:CD4:EM
C4_P4_MMD6_L001	L:T:CD8:EMRA
C5_P1_MMD6_L001	L:T:CD8:Ex
C5_P2_MMD6_L001	L:T:CD4:EM
C5_P4_MMD6_L001	L:T:CD8:EM
C6_P1_MMD6_L001	L:T:CD8:EMRA
C6_P2_MMD6_L001	L:T:CD4:EM
C6_P4_MMD6_L001	L:NK
C7_P1_MMD6_L001	L:T:CD4:Ex
C7_P2_MMD6_L001	L:T:CD4:Naive
C7_P4_MMD6_L001	L:T:CD8:EM
C8_P1_MMD6_L001	L:T:CD8:EMRA
C8_P2_MMD6_L001	L:T:CD8:EM
C8_P4_MMD6_L001	L:T:CD8:EM
C9_P1_MMD6_L001	L:T:CD8:EM
C9_P2_MMD6_L001	L:T:CD4:EM
C9_P4_MMD6_L001	L:T:CD8:EMRA
D10_P1_MMD6_L001	L:T:CD8:CM
D10_P2_MMD6_L001	L:NK
D10_P4_MMD6_L001	L:T:CD8:EM
D11_P1_MMD6_L001	L:T:CD8:EM
D11_P2_MMD6_L001	L:NK
D11_P4_MMD6_L001	L:NK
D12_P1_MMD6_L001	L:T:CD8:EMRA
D12_P2_MMD6_L001	L:T:CD8:EM
D12_P4_MMD6_L001	L:T:CD8:EM
D1_P1_MMD6_L001	L:B
D1_P2_MMD6_L001	L:T:CD8:EM
D1_P4_MMD6_L001	L:T:CD8:EM
D2_P1_MMD6_L001	L:NK
D2_P2_MMD6_L001	L:T:CD8:EM
D2_P4_MMD6_L001	M:Mono:mDC
D3_P4_MMD6_L001	L:T:CD8:EM
D4_P4_MMD6_L001	L:T:CD8:EM
D5_P1_MMD6_L001	L:T:CD4:EM
D5_P2_MMD6_L001	L:T:CD8:EM
D5_P4_MMD6_L001	L:T:CD8:TRM
D6_P1_MMD6_L001	L:T:CD4:Ex
D6_P2_MMD6_L001	L:T:CD4:EM
D6_P4_MMD6_L001	L:T:CD4:EM
D7_P1_MMD6_L001	L:T:CD8:EMRA
D7_P2_MMD6_L001	L:T:CD8:EMRA
D7_P4_MMD6_L001	L:T:CD8:EM
D8_P1_MMD6_L001	L:T:CD4:Treg
D8_P2_MMD6_L001	L:NK
D8_P4_MMD6_L001	L:T:CD8:EM
D9_P1_MMD6_L001	L:T:CD4:EM
D9_P2_MMD6_L001	L:T:CD8:EM
D9_P4_MMD6_L001	L:T:CD8:EM
E10_P1_MMD6_L001	L:NK
E10_P2_MMD6_L001	L:T:CD8:EM
E10_P4_MMD6_L001	L:T:CD8:EM
E11_P1_MMD6_L001	L:T:CD8:EMRA
E11_P2_MMD6_L001	M:pDC
E11_P4_MMD6_L001	L:NK
E12_P1_MMD6_L001	L:T:CD8:EM
E12_P4_MMD6_L001	L:T:CD4:EM
E1_P1_MMD6_L001	M:Mast
E1_P2_MMD6_L001	L:T:CD4:EM
E1_P4_MMD6_L001	L:T:CD8:EMRA
E2_P2_MMD6_L001	L:T:CD8:Naive
E2_P4_MMD6_L001	L:T:CD4:EM
E3_P1_MMD6_L001	L:T:CD8:Ex
E3_P2_MMD6_L001	L:T:CD8:EM
E3_P4_MMD6_L001	L:T:CD4:Treg
E4_P1_MMD6_L001	L:T:CD8:EM
E4_P2_MMD6_L001	L:T:CD8:EM
E4_P4_MMD6_L001	L:T:CD8:EM
E5_P2_MMD6_L001	L:T:CD8:EM
E5_P4_MMD6_L001	L:T:CD8:Naive
E6_P1_MMD6_L001	L:T:CD8:EMRA
E6_P2_MMD6_L001	L:T:CD8:EMRA
E6_P4_MMD6_L001	M:Mast
E7_P1_MMD6_L001	L:T:CD4:EM
E7_P2_MMD6_L001	L:T:CD8:EMRA
E7_P4_MMD6_L001	L:T:CD8:EMRA
E8_P1_MMD6_L001	L:NK
E8_P2_MMD6_L001	L:T:CD8:EM
E8_P4_MMD6_L001	L:T:CD8:EM
E9_P1_MMD6_L001	L:T:CD4:Ex
E9_P2_MMD6_L001	L:T:CD8:EMRA
E9_P4_MMD6_L001	L:T:CD8:EMRA
F10_P1_MMD6_L001	L:T:CD8:EMRA
F10_P2_MMD6_L001	L:B:PC
F10_P4_MMD6_L001	L:T:CD4:Treg
F11_P1_MMD6_L001	L:T:CD8:EM
F11_P4_MMD6_L001	L:T:CD8:EM
F12_P1_MMD6_L001	L:T:CD4:EM
F12_P2_MMD6_L001	L:T:CD8:EMRA
F12_P4_MMD6_L001	L:T:CD8:EM
F1_P2_MMD6_L001	L:T:CD8:EM
F1_P4_MMD6_L001	L:T:CD4:EM
F2_P1_MMD6_L001	L:T:CD8:EM
F2_P2_MMD6_L001	L:T:CD4:Tfh
F2_P4_MMD6_L001	L:T:CD8:EM
F3_P1_MMD6_L001	L:T:CD8:EMRA
F3_P2_MMD6_L001	L:T:CD8:EM
F3_P4_MMD6_L001	L:T:CD4:EM
F4_P2_MMD6_L001	L:T:CD4:EM
F4_P4_MMD6_L001	L:T:CD8:EMRA
F5_P1_MMD6_L001	L:T:CD8:EM
F5_P2_MMD6_L001	L:T:CD8:EMRA
F5_P4_MMD6_L001	L:T:CD8:EMRA
F6_P1_MMD6_L001	L:T:CD4:EM
F6_P2_MMD6_L001	L:T:CD4:EM
F6_P4_MMD6_L001	M:Mono:Mac
F7_P4_MMD6_L001	L:T:CD4:Tfh
F8_P2_MMD6_L001	L:T:CD4:Treg
F9_P1_MMD6_L001	L:T:CD8:EM
F9_P2_MMD6_L001	L:T:CD8:EM
F9_P4_MMD6_L001	L:T:CD4:EM
G10_P1_MMD6_L001	M:Mono:mDC
G10_P2_MMD6_L001	L:T:CD8:EMRA
G10_P4_MMD6_L001	L:T:CD8:EMRA
G11_P1_MMD6_L001	L:T:CD4:Tfh
G11_P2_MMD6_L001	L:T:CD8:EM
G11_P4_MMD6_L001	L:T:CD4:Tfh
G12_P2_MMD6_L001	L:T:CD4:Treg
G1_P1_MMD6_L001	L:NK
G1_P2_MMD6_L001	L:T:CD8:CM
G1_P4_MMD6_L001	L:T:CD4:EM
G2_P1_MMD6_L001	L:T:CD8:EM
G2_P2_MMD6_L001	L:T:CD8:EMRA
G2_P4_MMD6_L001	L:T:CD8:EMRA
G3_P1_MMD6_L001	L:NK
G3_P2_MMD6_L001	L:T:CD4:EM
G3_P4_MMD6_L001	L:T:CD8:EM
G4_P1_MMD6_L001	L:T:CD8:CM
G4_P2_MMD6_L001	L:T:CD8:EM
G4_P4_MMD6_L001	L:T:CD4:EM
G5_P1_MMD6_L001	M:Mast
G5_P2_MMD6_L001	L:T:CD8:EM
G5_P4_MMD6_L001	L:T:CD4:EM
G6_P1_MMD6_L001	L:T:CD8:Ex
G6_P2_MMD6_L001	L:T:CD8:EM
G6_P4_MMD6_L001	L:T:CD8:EM
G7_P1_MMD6_L001	L:T:CD8:EM
G7_P2_MMD6_L001	L:T:CD4:EM
G7_P4_MMD6_L001	L:NK
G8_P1_MMD6_L001	L:T:CD8:EMRA
G9_P2_MMD6_L001	L:T:CD8:EMRA
H10_P2_MMD6_L001	L:T:CD8:EMRA
H10_P4_MMD6_L001	L:T:CD8:TRM
H11_P1_MMD6_L001	L:T:CD4:Treg
H11_P2_MMD6_L001	L:T:CD8:TRM
H11_P4_MMD6_L001	L:T:CD8:EM
H12_P1_MMD6_L001	L:T:CD8:EMRA
H12_P2_MMD6_L001	L:NK
H12_P4_MMD6_L001	L:T:CD4:Ex
H1_P1_MMD6_L001	L:T:CD8:Ex
H1_P2_MMD6_L001	M:Mono:mDC
H1_P4_MMD6_L001	M:Mono:mDC
H2_P1_MMD6_L001	M:Neu
H2_P2_MMD6_L001	L:T:CD8:EM
H2_P4_MMD6_L001	L:T:CD8:CM
H3_P1_MMD6_L001	L:T:CD4:EM
H3_P2_MMD6_L001	L:T:CD8:EMRA
H3_P4_MMD6_L001	L:T:CD4:Ex
H4_P1_MMD6_L001	L:T:CD8:EMRA
H4_P2_MMD6_L001	L:T:CD8:EMRA
H4_P4_MMD6_L001	L:T:CD8:EM
H5_P1_MMD6_L001	L:NK
H5_P2_MMD6_L001	L:T:CD8:EM
H5_P4_MMD6_L001	L:NK
H6_P1_MMD6_L001	M:Mono:mDC
H6_P2_MMD6_L001	L:T:CD8:EMRA
H6_P4_MMD6_L001	M:Neu
H7_P1_MMD6_L001	L:T:CD8:EM
H7_P2_MMD6_L001	L:T:CD4:Treg
H7_P4_MMD6_L001	L:T:CD8:Ex
H8_P1_MMD6_L001	L:T:CD8:EM
H8_P2_MMD6_L001	L:T:CD8:EM
H8_P4_MMD6_L001	L:T:CD4:CM
H9_P1_MMD6_L001	L:T:CD4:EM
H9_P2_MMD6_L001	L:T:CD8:EMRA
H9_P4_MMD6_L001	L:T:CD4:Ex
A10_P1_M83_L001	M:Neu
A10_P2_M83_L001	L:T:CD8:EM
A10_P5_M83_L001	L:T:CD8:Ex
A10_P6_M83_L001	L:T:CD8:EMRA
A11_P1_M83_L001	L:T:CD4:Treg
A11_P2_M83_L001	M:Neu
A11_P5_M83_L001	L:T:CD8:EM
A11_P6_M83_L001	L:T:CD8:EM
A12_P1_M83_L001	L:T:CD8:Ex
A12_P2_M83_L001	L:T:CD8:EM
A12_P5_M83_L001	L:T:CD8:EMRA
A12_P6_M83_L001	L:NK
A2_P1_M83_L001	L:B:PC
A2_P2_M83_L001	L:T:CD8:EMRA
A2_P5_M83_L001	L:T:CD8:EMRA
A2_P6_M83_L001	L:T:CD8:EM
A3_P1_M83_L001	L:T:CD8:TRM
A3_P2_M83_L001	L:T:CD8:EM
A3_P5_M83_L001	L:T:CD8:EM
A4_P1_M83_L001	L:T:CD4:Treg
A4_P2_M83_L001	M:Mono:mDC
A4_P5_M83_L001	L:T:CD8:EM
A4_P6_M83_L001	L:T:CD4:Treg
A5_P1_M83_L001	L:T:CD8:EM
A5_P2_M83_L001	L:T:CD4:Treg
A5_P5_M83_L001	L:T:CD8:EM
A5_P6_M83_L001	L:T:CD8:EM
A6_P1_M83_L001	L:T:CD8:TRM
A6_P2_M83_L001	L:T:CD4:Tfh
A6_P5_M83_L001	M:Mast
A6_P6_M83_L001	M:Neu
A7_P1_M83_L001	L:T:CD4:EM
